"type","uuid","id","short_code","name","full_name","description","source_type","custom_validation_schema","public_access","default_locale","supported_locales","website","url","owner","owner_type","owner_url","created_on","updated_on","created_by","updated_by","extras","external_id","versions_url","version","concepts_url","mappings_url","canonical_url","identifier","publisher","contact","jurisdiction","purpose","copyright","content_type","revision_date","logo_url","text","client_configs","experimental","case_sensitive","collection_reference","hierarchy_meaning","compositional","version_needed","hierarchy_root_url","meta"
"Source","269","MSFOCP","MSFOCP","MSFOCP","MSFOCP Source","MSFOCP source","Dictionary","None","View","en","["fr","en","ht","es","ar"]","https://msf.org/","/orgs/MSFOCP/sources/MSFOCP/","MSFOCP","Organization","/orgs/MSFOCP/","2021-04-10T07:43:05.712105Z","2021-11-19T13:12:01.326159Z","michaelbontyes","michaelbontyes","null","","/orgs/MSFOCP/sources/MSFOCP/versions/","HEAD","/orgs/MSFOCP/sources/MSFOCP/concepts/","/orgs/MSFOCP/sources/MSFOCP/mappings/","null","{}","null","{}","{}","null","null","null","null","https://ocl-production-s3.s3.amazonaws.com/orgs/MSFOCP/sources/MSFOCP/logo.png","null","[]","null","null","null","null","null","null","null","null"
